[t,theta1(t),theta2(t)] 
[4.574999999999925, -0.04079095444803246, 0.06422181863670959] 
[4.579999999999925, -0.03972687822435011, 0.05989753207930977] 
[4.5849999999999245, -0.038627128541243665, 0.05552297020996806] 
[4.589999999999924, -0.03749330918955052, 0.05110077972029371] 
[4.594999999999924, -0.03632706751498009, 0.04663366607866635] 
[4.599999999999924, -0.035130092788433404, 0.04212439126958194] 
[4.604999999999924, -0.0339041144202584, 0.03757577132630998] 
[4.609999999999924, -0.03265090002009999, 0.03299067365879897] 
[4.614999999999924, -0.031372253305296936, 0.02837201418050048] 
[4.619999999999924, -0.030070011862098033, 0.02372275423955459] 
[4.624999999999924, -0.028746044765300353, 0.01904589736156794] 
[4.6299999999999235, -0.027402250063234733, 0.014344485812995633] 
[4.634999999999923, -0.026040552136319173, 0.00962159699588441] 
[4.639999999999923, -0.024662898938650292, 0.004880339686420378] 
[4.644999999999923, -0.023271259133286898, 0.00012385013132383462] 
[4.649999999999923, -0.021867619132979205, -0.004644711982379555] 
[4.654999999999923, -0.020453980059093962, -0.00942216766733235] 
[4.659999999999923, -0.01903235463236313, -0.014205322867495623] 
[4.664999999999923, -0.017604764009826218, -0.0189909727623996] 
[4.669999999999923, -0.016173234582931274, -0.023775906124108934] 
[4.6749999999999226, -0.014739794752195666, -0.028556909706421104] 
[4.6799999999999224, -0.01330647169409786, -0.03333077264544481] 
[4.684999999999922, -0.01187528813596987, -0.038094290850565024] 
[4.689999999999922, -0.010448259154585287, -0.0428442713648948] 
[4.694999999999922, -0.009027389013891048, -0.047577536674639764] 
[4.699999999999922, -0.007614668056916567, -0.052290928947353314] 
[4.704999999999922, -0.0062120696663189486, -0.05698131417982915] 
[4.709999999999922, -0.004821547307297838, -0.061645586237348976] 
[4.714999999999922, -0.003445031665750618, -0.06628067076716003] 
[4.719999999999922, -0.0020844278935530655, -0.07088352897037922] 
[4.7249999999999215, -0.0007416129717587427, -0.07545116121798565] 
[4.729999999999921, 0.0005815667986695731, -0.07998061049814628] 
[4.734999999999921, 0.0018832981702323213, -0.08446896568379551] 
[4.739999999999921, 0.0031618031793043083, -0.08891336461113084] 
[4.744999999999921, 0.004415341227848672, -0.09331099696146863] 
[4.749999999999921, 0.005642211012038135, -0.09765910694069894] 
[4.754999999999921, 0.006840752294721181, -0.10195499575236215] 
[4.759999999999921, 0.008009347519979466, -0.1061960238621199] 
[4.764999999999921, 0.009146423269291099, -0.11037961305308594] 
[4.7699999999999205, 0.010250451560028214, -0.11450324827310071] 
[4.77499999999992, 0.011319950988164016, -0.11856447927656003] 
[4.77999999999992, 0.012353487718133837, -0.12256092206482808] 
[4.78499999999992, 0.013349676323778158, -0.1264902601305688] 
[4.78999999999992, 0.014307180485186602, -0.13035024551250607] 
[4.79499999999992, 0.015224713547056018, -0.1341386996681697] 
[4.79999999999992, 0.016101038944870492, -0.13785351417309355] 
[4.80499999999992, 0.01693497050580534, -0.14149265125570787] 
[4.80999999999992, 0.01772537263175182, -0.1450541441778064] 
[4.81499999999992, 0.01847116037225652, -0.14853609747097787] 
[4.8199999999999195, 0.019171299395472456, -0.15193668703977245] 
[4.824999999999919, 0.019824805865432567, -0.15525416014263457] 
[4.829999999999919, 0.020430746234085573, -0.15848683526178164] 
[4.834999999999919, 0.020988236956585086, -0.16163310187325092] 
[4.839999999999919, 0.0214964441383021, -0.16469142012828403] 
[4.844999999999919, 0.021954583121944864, -0.16766032045707935] 
[4.849999999999919, 0.022361918023025958, -0.17053840310572502] 
[4.854999999999919, 0.022717761221720572, -0.173324337616842] 
[4.859999999999919, 0.02302147281891978, -0.17601686226412233] 
[4.8649999999999185, 0.023272460064003936, -0.17861478345055612] 
[4.869999999999918, 0.02347017676155089, -0.18111697507970587] 
[4.874999999999918, 0.023614122663857, -0.18352237790892012] 
[4.879999999999918, 0.023703842855791347, -0.1858299988928844] 
[4.884999999999918, 0.02373892713813012, -0.1880389105253949] 
[4.889999999999918, 0.023719009415132896, -0.19014825018671308] 
[4.894999999999918, 0.02364376709172989, -0.1921572195033249] 
[4.899999999999918, 0.02351292048529181, -0.19406508372638884] 
[4.904999999999918, 0.02332623225655533, -0.19587117113461788] 
[4.9099999999999175, 0.023083506863879232, -0.1975748724668042] 
[4.914999999999917, 0.022784590044610954, -0.19917564038866462] 
[4.919999999999917, 0.022429368326952477, -0.2006729889981613] 
[4.924999999999917, 0.02201776857532861, -0.20206649337293756] 
[4.929999999999917, 0.021549757571881215, -0.20335578916300337] 
[4.934999999999917, 0.021025341636339533, -0.20454057223131047] 
[4.939999999999917, 0.020444566286150177, -0.20562059834437174] 
[4.944999999999917, 0.01980751593838994, -0.2065956829146045] 
[4.949999999999917, 0.019114313654630302, -0.20746570079561194] 
[4.954999999999917, 0.018365120929573906, -0.20823058613115866] 
[4.9599999999999165, 0.017560137523939322, -0.20889033225814777] 
[4.964999999999916, 0.016699601341730926, -0.20944499166346217] 
[4.969999999999916, 0.01578378835169443, -0.20989467599409595] 
[4.974999999999916, 0.014813012552425037, -0.21023955611956666] 
[4.979999999999916, 0.013787625980263342, -0.210479862245169] 
[4.984999999999916, 0.012708018758783494, -0.21061588407420118] 
[4.989999999999916, 0.011574619188347788, -0.21064797101686675] 
[4.994999999999916, 0.010387893873871606, -0.2105765324431273] 
[4.999999999999916, 0.009148347888611826, -0.21040203797635282] 
[5.0049999999999155, 0.007856524971460442, -0.21012501782418733] 
[5.009999999999915, 0.006513007754893144, -0.20974606314261837] 
[5.014999999999915, 0.005118418020390316, -0.2092658264288084] 
[5.019999999999915, 0.003673416977815814, -0.20868502193781652] 
[5.024999999999915, 0.0021787055649079004, -0.2080044261179113] 
[5.029999999999915, 0.0006350247627079325, -0.20722487805874984] 
[5.034999999999915, -0.0009568440775725954, -0.20634727994627836] 
[5.039999999999915, -0.002596078901065447, -0.20537259751779746] 
[5.044999999999915, -0.004281816614269804, -0.20430186051023308] 
[5.049999999999915, -0.006013152754018559, -0.2031361630942667] 
[5.0549999999999145, -0.007789141166105703, -0.2018766642866093] 
[5.059999999999914, -0.009608793699564501, -0.2005245883323572] 
[5.064999999999914, -0.011471079922836358, -0.19908122504904868] 
[5.069999999999914, -0.013374926868295835, -0.19754793012375657] 
[5.074999999999914, -0.015319218811793928, -0.1959261253543053] 
[5.079999999999914, -0.017302797094044798, -0.19421729882550134] 
[5.084999999999914, -0.01932445999080587, -0.192423005011118] 
[5.089999999999914, -0.02138296263888275, -0.19054486479228724] 
[5.094999999999914, -0.023477017025023646, -0.18858456538292664] 
[5.0999999999999135, -0.02560529204474825, -0.18654386015288] 
[5.104999999999913, -0.027766413638078306, -0.18442456833957646] 
[5.109999999999913, -0.029958965008997248, -0.1822285746392267] 
[5.114999999999913, -0.03218148693525984, -0.17995782866887639] 
[5.119999999999913, -0.034432478174896634, -0.17761434429103537] 
[5.124999999999913, -0.03671039597540906, -0.17520019879309784] 
[5.129999999999913, -0.03901365669122695, -0.1727175319143665] 
[5.134999999999913, -0.04134063651450074, -0.17016854471419507] 
[5.139999999999913, -0.04368967232372446, -0.16755549827556784] 
[5.1449999999999125, -0.04605906265403509, -0.16488071223934045] 
[5.149999999999912, -0.04844706879231022, -0.16214656316536916] 
[5.154999999999912, -0.050851915999394155, -0.15935548271785205] 
[5.159999999999912, -0.05327179486092649, -0.15650995567338688] 
[5.164999999999912, -0.05570486276733451, -0.1536125177515076] 
[5.169999999999912, -0.05814924552258885, -0.15066575326878398] 
[5.174999999999912, -0.060603039080319984, -0.14767229261894302] 
[5.179999999999912, -0.06306431140486277, -0.14463480958288258] 
[5.184999999999912, -0.06553110445374795, -0.14155601847387936] 
[5.189999999999912, -0.06800143627710749, -0.13843867112472955] 
[5.1949999999999115, -0.07047330322841697, -0.13528555372497927] 
[5.199999999999911, -0.07294468227997858, -0.13209948351778716] 
[5.204999999999911, -0.07541353343556569, -0.12888330536729087] 
[5.209999999999911, -0.07787780223171945, -0.1256398882086036] 
[5.214999999999911, -0.08033542231832405, -0.12237212139372847] 
[5.219999999999911, -0.08278431810830199, -0.11908291094772573] 
[5.224999999999911, -0.0852224074855783, -0.11577517575038782] 
[5.229999999999911, -0.08764760455987303, -0.1124518436594501] 
[5.234999999999911, -0.09005782245640481, -0.10911584759198235] 
[5.2399999999999105, -0.09245097612823283, -0.10577012158105244] 
[5.24499999999991, -0.09482498517873579, -0.10241759682502503] 
[5.24999999999991, -0.09717777668162907, -0.09906119774694708] 
[5.25499999999991, -0.09950728798595576, -0.09570383808137686] 
[5.25999999999991, -0.10181146949365467, -0.09234841700573708] 
[5.26499999999991, -0.10408828739760377, -0.08899781533281668] 
[5.26999999999991, -0.10633572636845828, -0.08565489178042081] 
[5.27499999999991, -0.1085517921791396, -0.08232247933338134] 
[5.27999999999991, -0.11073451425647672, -0.07900338171220657] 
[5.2849999999999095, -0.11288194815024474, -0.0757003699615811] 
[5.289999999999909, -0.11499217791067373, -0.07241617917074403] 
[5.294999999999909, -0.11706331836640213, -0.06915350533649298] 
[5.299999999999909, -0.11909351729580858, -0.06591500237820277] 
[5.304999999999909, -0.12108095748565997, -0.06270327931283105] 
[5.309999999999909, -0.123023858672047, -0.05952089759642886] 
[5.314999999999909, -0.12492047935962738, -0.05637036863720282] 
[5.319999999999909, -0.12676911851624706, -0.053254151483705534] 
[5.324999999999909, -0.1285681171410474, -0.050174650690281763] 
[5.329999999999909, -0.13031585970518064, -0.04713421436048638] 
[5.3349999999999085, -0.1320107754652325, -0.044135132367831745] 
[5.339999999999908, -0.13365133965038356, -0.041179634751931364] 
[5.344999999999908, -0.13523607452521746, -0.0382698902868948] 
[5.349999999999908, -0.13676355033089904, -0.03540800521770658] 
[5.354999999999908, -0.13823238610819247, -0.032596022159296585] 
[5.359999999999908, -0.139641250406464, -0.0298359191520877] 
[5.364999999999908, -0.14098886188341314, -0.02712960886699186] 
[5.369999999999908, -0.14227398980079728, -0.024478937952120666] 
[5.374999999999908, -0.1434954544218596, -0.02188568651288144] 
[5.3799999999999075, -0.14465212731653662, -0.019351567716643318] 
[5.384999999999907, -0.14574293158081325, -0.016878227512777674] 
[5.389999999999907, -0.14676684197681222, -0.014467244458599562] 
[5.394999999999907, -0.14772288500035344, -0.012120129641556898] 
[5.399999999999907, -0.14861013888280203, -0.009838326687926339] 
[5.404999999999907, -0.14942773353404573, -0.007623211848273068] 
[5.409999999999907, -0.15017485043340675, -0.005476094150009295] 
[5.414999999999907, -0.15085072247520656, -0.0033982156075363585] 
[5.419999999999907, -0.15145463377556712, -0.0013907514806708087] 
[5.424999999999907, -0.1519859194468564, 0.0005451894276711634] 
[5.4299999999999065, -0.1524439653459718, 0.002408564443231026] 
[5.434999999999906, -0.15282820780240872, 0.0041983966699364475] 
[5.439999999999906, -0.15313813333178775, 0.005913774625121291] 
[5.444999999999906, -0.15337327834021422, 0.007553851867915113] 
[5.449999999999906, -0.15353322882452627, 0.009117846627810644] 
[5.454999999999906, -0.1536176200731515, 0.01060504143992561] 
[5.459999999999906, -0.15362613637194372, 0.012014782792965136] 
[5.464999999999906, -0.15355851071901186, 0.013346480795366619] 
[5.469999999999906, -0.15341452455218474, 0.01459960886457403] 
[5.4749999999999055, -0.1531940074923823, 0.015773703443845738] 
[5.479999999999905, -0.15289683710578458, 0.016868363750451882] 
[5.484999999999905, -0.15252293868730923, 0.017883251558565953] 
[5.489999999999905, -0.1520722850675247, 0.018818091019602214] 
[5.494999999999905, -0.15154489644474273, 0.019672668522197314] 
[5.499999999999905, -0.15094084024364937, 0.02044683259348171] 
[5.504999999999905, -0.15026023100145086, 0.021140493842735333] 
[5.509999999999905, -0.14950323028212675, 0.02175362494797256] 
[5.514999999999905, -0.14867004661900218, 0.022286260685454612] 
[5.5199999999999045, -0.1477609354854698, 0.022738498001583115] 
[5.524999999999904, -0.1467761992933134, 0.023110496126087243] 
[5.529999999999904, -0.14571618741770775, 0.023402476724878486] 
[5.534999999999904, -0.14458129624759417, 0.023614724090412573] 
[5.539999999999904, -0.14337196925975737, 0.023747585366867358] 
[5.544999999999904, -0.14208869711455993, 0.023801470806919574] 
[5.549999999999904, -0.1407320177709226, 0.023776854056383127] 
[5.554999999999904, -0.1393025166177763, 0.023674272462457947] 
[5.559999999999904, -0.13780082661885396, 0.0234943274008332] 
[5.564999999999904, -0.13622762846733877, 0.02323768461639333] 
[5.5699999999999035, -0.13458365074654244, 0.02290507457179256] 
[5.574999999999903, -0.1328696700924537, 0.022497292797695245] 
[5.579999999999903, -0.13108651135367572, 0.022015200238029557] 
[5.584999999999903, -0.1292350477439644, 0.02145972358317308] 
[5.589999999999903, -0.1273162009822902, 0.02083185558358574] 
[5.594999999999903, -0.12533094141507603, 0.02013265533603174] 
[5.599999999999903, -0.12328028811501919, 0.019363248534193103] 
[5.604999999999903, -0.12116530895068646, 0.018524827675177755] 
[5.609999999999903, -0.11898712062088453, 0.01761865221317067] 
[5.6149999999999025, -0.11674688864765632, 0.016646048651272782] 
[5.619999999999902, -0.11444582732164149, 0.015608410562425233] 
[5.624999999999902, -0.11208519959347031, 0.01450719853023211] 
[5.629999999999902, -0.10966631690484002, 0.01334394000047892] 
[5.634999999999902, -0.10719053895295369, 0.01212022903420254] 
[5.639999999999902, -0.10465927338208898, 0.010837725953306926] 
[5.644999999999902, -0.10207397539621142, 0.009498156869942261] 
[5.649999999999902, -0.09943614728675645, 0.008103313091178399] 
[5.654999999999902, -0.09674733786997985, 0.006655050390909771] 
[5.6599999999999016, -0.09400914182861943, 0.00515528814143149] 
[5.6649999999999014, -0.09122319895302237, 0.0036060082977268614] 
[5.669999999999901, -0.08839119327737417, 0.002009254228205392] 
[5.674999999999901, -0.08551485210721448, 0.00036712938642683574] 
[5.679999999999901, -0.08259594493504256, -0.0013182041807615805] 
[5.684999999999901, -0.07963628224149565, -0.0030445274922649163] 
[5.689999999999901, -0.07663771418032503, -0.004809566461479339] 
[5.694999999999901, -0.0736021291461908, -0.006610993896106149] 
[5.699999999999901, -0.07053145222514064, -0.00844643166920262] 
[5.704999999999901, -0.06742764352852332, -0.010313453060359072] 
[5.7099999999999005, -0.06429269641200452, -0.01220958526457453] 
[5.7149999999999, -0.06112863558229118, -0.01413231206505529] 
[5.7199999999999, -0.0579375150951203, -0.0160790766647975] 
[5.7249999999999, -0.05472141624901673, -0.018047284670452753] 
[5.7299999999999, -0.05148244538026004, -0.020034307220632406] 
[5.7349999999999, -0.04822273156541035, -0.022037484249499664] 
[5.7399999999999, -0.04494442423861404, -0.02405412787524662] 
[5.7449999999999, -0.04164969073173007, -0.02608152590187454] 
[5.7499999999999, -0.03834071374607363, -0.028116945421606955] 
[5.7549999999998995, -0.03501968876525497, -0.03015763650428337] 
[5.759999999999899, -0.03168882141918571, -0.032200835959221664] 
[5.764999999999899, -0.028350324809824662, -0.03424377115431316] 
[5.769999999999899, -0.025006416809630456, -0.03628366387653756] 
[5.774999999999899, -0.02165931734397393, -0.03831773421766483] 
[5.779999999999899, -0.01831124566893337, -0.04034320446865433] 
[5.784999999999899, -0.014964417655948376, -0.0423573030061726] 
[5.789999999999899, -0.011621043094741539, -0.04435726815473128] 
[5.794999999999899, -0.008283323025733008, -0.04634035200819467] 
[5.799999999999899, -0.004953447112873952, -0.04830382419481796] 
[5.8049999999998985, -0.0016335910674159229, -0.05024497557054583] 
[5.809999999999898, 0.0016740858673791534, -0.05216112182601698] 
[5.814999999999898, 0.004967443361191006, -0.054049606993572745] 
[5.819999999999898, 0.008244362362550519, -0.055907806841542354] 
[5.824999999999898, 0.011502747377769566, -0.057733132144159836] 
[5.829999999999898, 0.014740528655784409, -0.059523031816640405] 
[5.834999999999898, 0.01795566427268669, -0.06127499590619081] 
[5.839999999999898, 0.0211461421106347, -0.06298655843102983] 
[5.844999999999898, 0.024309981726781095, -0.06465530006083457] 
[5.8499999999998975, 0.027445236108808883, -0.06627885063338636] 
[5.854999999999897, 0.03054999331462297, -0.06785489150355088] 
[5.859999999999897, 0.03362237799468816, -0.06938115772207229] 
[5.864999999999897, 0.03666055279642516, -0.07085544004297673] 
[5.869999999999897, 0.03966271965096411, -0.0722755867596516] 
[5.874999999999897, 0.04262712094340124, -0.07363950537088053] 
[5.879999999999897, 0.04555204056850108, -0.0749451640792603] 
[5.884999999999897, 0.04843580487452757, -0.07619059312549396] 
[5.889999999999897, 0.05127678349856685, -0.07737388596303849] 
[5.8949999999998965, 0.054073390097319714, -0.07849320027847825] 
[5.899999999999896, 0.056824082977888, -0.07954675886379434] 
[5.904999999999896, 0.059527365633557025, -0.08053285034740124] 
[5.909999999999896, 0.062181787189983725, -0.08144982979142647] 
[5.914999999999896, 0.06478594276753828, -0.08229611916321537] 
[5.919999999999896, 0.06733847376581742, -0.08307020768945447] 
[5.924999999999896, 0.06983806807655205, -0.08377065210162564] 
[5.929999999999896, 0.07228346023127315, -0.08439607678173333] 
[5.934999999999896, 0.07467343149018203, -0.0849451738173929] 
[5.939999999999896, 0.07700680987869646, -0.08541670297543505] 
[5.9449999999998955, 0.07928247017811865, -0.08580949160317485] 
[5.949999999999895, 0.08149933387679723, -0.08612243446641975] 
[5.954999999999895, 0.08365636908803847, -0.08635449353315534] 
[5.959999999999895, 0.08575259044086636, -0.08650469771165639] 
[5.964999999999895, 0.08778705894954032, -0.08657214255153] 
[5.969999999999895, 0.08975888186751847, -0.08655598991591307] 
[5.974999999999895, 0.09166721253130658, -0.08645546763272284] 
[5.979999999999895, 0.09351125019936192, -0.08626986913250335] 
[5.984999999999895, 0.0952902398909312, -0.08599855308002516] 
[5.9899999999998945, 0.09700347222939475, -0.08564094300638657] 
[5.994999999999894, 0.09865028329436878, -0.08519652694793521] 
[5.999999999999894, 0.10023005448648582, -0.08466485709788175] 
[6.004999999999894, 0.10174221240843247, -0.08404554947601735] 
[6.009999999999894, 0.10318622876547548, -0.08333828362147405] 
[6.014999999999894, 0.10456162028835334, -0.0825428023129863] 
[6.019999999999894, 0.10586794868105144, -0.08165891132062206] 
[6.024999999999894, 0.10710482059561717, -0.08068647919245693] 
[6.029999999999894, 0.10827188763580549, -0.07962543707916368] 
[6.034999999999894, 0.1093688463909779, -0.07847577859898353] 
[6.0399999999998935, 0.11039543850130772, -0.07723755974503604] 
[6.044999999999893, 0.11135145075497235, -0.07591089883640997] 
[6.049999999999893, 0.1122367152176393, -0.07449597651395927] 
[6.054999999999893, 0.11305110939417624, -0.07299303578120626] 
[6.059999999999893, 0.11379455642213772, -0.07140238209022731] 
[6.064999999999893, 0.11446702529620001, -0.06972438347186538] 
[6.069999999999893, 0.11506853112233363, -0.06795947070907868] 
[6.074999999999893, 0.11559913540011806, -0.06610813755169487] 
[6.079999999999893, 0.11605894633121645, -0.06417094097029669] 
[6.0849999999998925, 0.11644811915164047, -0.06214850144641747] 
[6.089999999999892, 0.11676685648504563, -0.06004150329567464] 
[6.094999999999892, 0.11701540871390867, -0.05785069501991764] 
[6.099999999999892, 0.11719407436504968, -0.05557688968391378] 
[6.104999999999892, 0.11730320050557591, -0.053220965311545215] 
[6.109999999999892, 0.11734318314494167, -0.05078386529594285] 
[6.114999999999892, 0.11731446763844314, -0.0482665988174431] 
[6.119999999999892, 0.11721754908709911, -0.04567024126272335] 
[6.124999999999892, 0.11705297272851325, -0.04299593463795635] 
[6.1299999999998915, 0.11682133431297208, -0.0402448879683266] 
[6.134999999999891, 0.11652328045871051, -0.037418377675779046] 
[6.139999999999891, 0.11615950897997711, -0.034517747926426735] 
[6.144999999999891, 0.11573076918125823, -0.031544410938636705] 
[6.149999999999891, 0.11523786211077976, -0.02849984724244848] 
[6.154999999999891, 0.11468164076620165, -0.025385605880664488] 
[6.159999999999891, 0.11406301024525926, -0.02220330454169386] 
[6.164999999999891, 0.11338292783399277, -0.01895462961403856] 
[6.169999999999891, 0.1126424030251464, -0.015641336152191015] 
[6.174999999999891, 0.1118424974593195, -0.012265247743673597] 
[6.1799999999998905, 0.11098432478151583, -0.008828256266999977] 
[6.18499999999989, 0.11006905040587212, -0.005332321530483869] 
[6.18999999999989, 0.10909789118155575, -0.0017794707820686481] 
[6.19499999999989, 0.10807211495310932, 0.0018282019192920915] 
[6.19999999999989, 0.1069930400088893, 0.005488536479703127] 
[6.20499999999989, 0.10586203441170022, 0.009199307702258297] 
[6.20999999999989, 0.10468051520626621, 0.012958226382539814] 
[6.21499999999989, 0.10344994749880779, 0.016762940574566218] 
[6.21999999999989, 0.10217184340470314, 0.020611037033123766] 
[6.2249999999998895, 0.1008477608610072, 0.02450004283735535] 
[6.229999999999889, 0.09947930230147335, 0.028427427199310268] 
[6.234999999999889, 0.09806811319266744, 0.03239060345988506] 
[6.239999999999889, 0.09661588043077292, 0.03638693127322025] 
[6.244999999999889, 0.09512433059975145, 0.04041371897917218] 
[6.249999999999889, 0.09359522809263335, 0.04446822616196818] 
[6.254999999999889, 0.0920303730988562, 0.04854766639159313] 
[6.259999999999889, 0.09043159946173218, 0.052649210142865034] 
[6.264999999999889, 0.0888007724112925, 0.056769987885556254] 
[6.2699999999998886, 0.08713978617891398, 0.06090709333732697] 
[6.2749999999998884, 0.08545056150126208, 0.06505758686968088] 
[6.279999999999888, 0.08373504302217087, 0.06921849905565246] 
[6.284999999999888, 0.08199519660210586, 0.07338683434651284] 
[6.289999999999888, 0.08023300654580562, 0.07755957486346099] 
[6.294999999999888, 0.07845047275955556, 0.08173368428906731] 
[6.299999999999888, 0.0766496078503, 0.08590611184218065] 
[6.304999999999888, 0.0748324341794321, 0.0900737963191117] 
[6.309999999999888, 0.07300098088460605, 0.09423367018318374] 
[6.314999999999888, 0.071157280883282, 0.0983826636842059] 
[6.3199999999998875, 0.06930336787193586, 0.10251770898908587] 
[6.324999999999887, 0.06744127333493898, 0.10663574430466168] 
[6.329999999999887, 0.06557302357703569, 0.11073371797390091] 
[6.334999999999887, 0.06370063679312019, 0.11480859252688667] 
[6.339999999999887, 0.061826120188642975, 0.11885734866847932] 
[6.344999999999887, 0.05995146716346707, 0.12287698918520285] 
[6.349999999999887, 0.05807865457135346, 0.1268645427547429] 
[6.354999999999887, 0.056209640066495786, 0.13081706764244544] 
[6.359999999999887, 0.054346359547657395, 0.13473165527035383] 
[6.3649999999998865, 0.05249072470950458, 0.13860543364559966] 
[6.369999999999886, 0.0506446207096933, 0.14243557063634507] 
[6.374999999999886, 0.0488099039591684, 0.1462192770849443] 
[6.379999999999886, 0.04698840004199214, 0.14995380974952255] 
[6.384999999999886, 0.045181901769847724, 0.15363647406674125] 
[6.389999999999886, 0.043392167375181645, 0.1572646267301079] 
[6.394999999999886, 0.04162091884577011, 0.16083567807977223] 
[6.399999999999886, 0.039869840402335904, 0.16434709430131073] 
[6.404999999999886, 0.03814057711971559, 0.16779639943251867] 
[6.409999999999886, 0.03643473369099548, 0.171181177178685] 
[6.4149999999998855, 0.034753873333010124, 0.1744990725382075] 
[6.419999999999885, 0.033099516830636784, 0.17774779324169984] 
[6.424999999999885, 0.031473141716433006, 0.18092511100893727] 
[6.429999999999885, 0.02987618158135641, 0.18402886262907872] 
[6.434999999999885, 0.028310025511581207, 0.18705695087057936] 
[6.439999999999885, 0.026776017645787402, 0.19000734522807042] 
[6.444999999999885, 0.0252754568467469, 0.19287808251422753] 
[6.449999999999885, 0.023809596480566058, 0.19566726730527603] 
[6.454999999999885, 0.02237964429656478, 0.19837307224929487] 
[6.4599999999998845, 0.020986762400475725, 0.2009937382468812] 
[6.464999999999884, 0.01963206731342985, 0.20352757451403244] 
[6.469999999999884, 0.018316630109052365, 0.20597295853729652] 
[6.474999999999884, 0.017041476620920884, 0.20832833593133882] 
[6.479999999999884, 0.01580758771263037, 0.21059222020908863] 
[6.484999999999884, 0.014615899602761117, 0.21276319247455988] 
[6.489999999999884, 0.013467304237151118, 0.21483990104830275] 
[6.494999999999884, 0.012362649701026665, 0.21682106103524235] 
[6.499999999999884, 0.011302740663739146, 0.21870545384440274] 
[6.5049999999998835, 0.010288338849086037, 0.220491926669711] 
[6.509999999999883, 0.009320163524454809, 0.22217939194073064] 
[6.514999999999883, 0.008398892002314511, 0.22376682675179535] 
[6.519999999999883, 0.007525160147886658, 0.22525327227760938] 
[6.524999999999883, 0.0066995628871502014, 0.2266378331829534] 
[6.529999999999883, 0.0059226547096709855, 0.2279196770336935] 
[6.534999999999883, 0.005194950161090581, 0.22909803371583642] 
[6.539999999999883, 0.0045169243204597935, 0.23017219486891527] 
[6.544999999999883, 0.003889013257955729, 0.23114151333952454] 
[6.549999999999883, 0.003311614468875951, 0.23200540266036038] 
[6.5549999999998825, 0.00278508728015714, 0.2327633365596586] 
[6.559999999999882, 0.0023097532260173805, 0.23341484850546462] 
[6.564999999999882, 0.0018858963896697415, 0.2339595312887155] 
[6.569999999999882, 0.0015137637083994333, 0.2343970366486668] 
[6.574999999999882, 0.0011935652396371788, 0.23472707494375505] 
[6.579999999999882, 0.000925474385997385, 0.234949414870552] 
[6.584999999999882, 0.0007096280775813722, 0.2350638832330375] 
[6.589999999999882, 0.0005461269101736623, 0.23507036476399562] 
[6.594999999999882, 0.0004350352382836615, 0.23496880199991926] 
[6.5999999999998815, 0.0003763812223066477, 0.23475919521039515] 
[6.604999999999881, 0.00037015682939758025, 0.23444160238252895] 
[6.609999999999881, 0.00041631778796972764, 0.23401613926056059] 
[6.614999999999881, 0.000514783496048367, 0.23348297944040977] 
[6.619999999999881, 0.00066543688402875, 0.23284235451848118] 
[6.624999999999881, 0.0008681242327080491, 0.23209455429364553] 
[6.629999999999881, 0.001122654947783931, 0.2312399270208957] 
[6.634999999999881, 0.0014288012923384973, 0.23027887971475614] 
[6.639999999999881, 0.001786298079156221, 0.22921187850009603] 
[6.644999999999881, 0.0021948423250586634, 0.22803944900756415] 
[6.6499999999998805, 0.0026540928697774656, 0.22676217681042246] 
[6.65499999999988, 0.0031636699622304516, 0.22538070789910852] 
[6.65999999999988, 0.0037231548174134514, 0.22389574918940305] 
[6.66499999999988, 0.004332089147472207, 0.22230806905961856] 
[6.66999999999988, 0.004989974670873635, 0.2206184979117596] 
[6.67499999999988, 0.005696272603952705, 0.21882792875113624] 
[6.67999999999988, 0.006450403139468675, 0.21693731777844086] 
[6.68499999999988, 0.00725174491716054, 0.21494768498782912] 
[6.68999999999988, 0.008099634491643982, 0.21286011476407918] 
[6.6949999999998795, 0.008993365803337981, 0.21067575647144432] 
[6.699999999999879, 0.009932189658445527, 0.20839582502636841] 
[6.704999999999879, 0.010915313224335721, 0.20602160144580273] 
[6.709999999999879, 0.011941899546979984, 0.20355443336245616] 
[6.714999999999879, 0.013011067097378499, 0.2009957354979312] 
[6.719999999999879, 0.0141218893541696, 0.19834699008435516] 
[6.724999999999879, 0.015273394429839125, 0.19560974722481408] 
[6.729999999999879, 0.01646456474813334, 0.1927856251826462] 
[6.734999999999879, 0.01769433678042207, 0.18987631058945767] 
[6.7399999999998785, 0.018961600848852084, 0.1868835585615967] 
[6.744999999999878, 0.020265201004168794, 0.1838091927147678] 
[6.749999999999878, 0.02160393498606054, 0.18065510506649843] 
[6.754999999999878, 0.022976554273789085, 0.17742325581628796] 
[6.759999999999878, 0.024381764234706216, 0.1741156729934871] 
[6.764999999999878, 0.025818224378015273, 0.17073445196327602] 
[6.769999999999878, 0.027284548720813324, 0.16728175478154134] 
[6.774999999999878, 0.028779306273041344, 0.1637598093899978] 
[6.779999999999878, 0.030301021647473395, 0.1601709086435655] 
[6.784999999999878, 0.03184817580029059, 0.15651740916279797] 
[6.7899999999998775, 0.033419206907110935, 0.1528017300050605] 
[6.794999999999877, 0.03501251137858396, 0.14902635114918272] 
[6.799999999999877, 0.03662644501881216, 0.1451938117894445] 
[6.804999999999877, 0.03825932432893423, 0.14130670843600077] 
[6.809999999999877, 0.03990942795720458, 0.13736769282019418] 
