[t,theta1(t),theta2(t)] 
[9.805000000000133, -0.06714361760932376, 0.11055237004936815] 
[9.810000000000134, -0.0692148627532523, 0.11064031068562502] 
[9.815000000000135, -0.07122674756004202, 0.1106420294482432] 
[9.820000000000135, -0.07317840510029625, 0.11055673012810041] 
[9.825000000000136, -0.07506901327686129, 0.11038368185495688] 
[9.830000000000137, -0.07689779466100569, 0.1101222187365024] 
[9.835000000000138, -0.07866401633309686, 0.10977173949648668] 
[9.840000000000138, -0.08036698973210187, 0.10933170711829454] 
[9.84500000000014, -0.08200607051791471, 0.10880164849989676] 
[9.85000000000014, -0.08358065845017928, 0.10818115412566393] 
[9.85500000000014, -0.08509019728693622, 0.10746987776007456] 
[9.860000000000142, -0.08653417470607551, 0.10666753616788481] 
[9.865000000000142, -0.08791212225222557, 0.10577390886485377] 
[9.870000000000143, -0.08922361531135425, 0.1047888379026407] 
[9.875000000000144, -0.0904682731149999, 0.10371222769100585] 
[9.880000000000145, -0.09164575877568962, 0.10254404485995816] 
[9.885000000000145, -0.09275577935473951, 0.10128431816399969] 
[9.890000000000146, -0.09379808596326668, 0.09993313843011965] 
[9.895000000000147, -0.09477247389687549, 0.09849065855068896] 
[9.900000000000148, -0.09567878280411166, 0.09695709352190024] 
[9.905000000000149, -0.09651689688840549, 0.09533272052788756] 
[9.91000000000015, -0.09728674514285152, 0.09361787907014432] 
[9.91500000000015, -0.09798830161679446, 0.09181297114133677] 
[9.920000000000151, -0.09862158571281175, 0.08991846144208474] 
[9.925000000000152, -0.09918666251229971, 0.08793487763874912] 
[9.930000000000152, -0.09968364312748573, 0.08586281065972949] 
[9.935000000000153, -0.10011268507730078, 0.08370291502723345] 
[9.940000000000154, -0.10047399268415773, 0.08145590922093443] 
[9.945000000000155, -0.10076781748829088, 0.07912257606938634] 
[9.950000000000156, -0.10099445867592256, 0.07670376316451447] 
[9.955000000000156, -0.10115426351713501, 0.07420038329395316] 
[9.960000000000157, -0.10124762780894155, 0.07161341488545604] 
[9.965000000000158, -0.10127499631867332, 0.06894390245706492] 
[9.970000000000159, -0.10123686322242799, 0.06619295706619499] 
[9.97500000000016, -0.10113377253296936, 0.06336175675027879] 
[9.98000000000016, -0.10096631851112361, 0.0604515469511149] 
[9.985000000000161, -0.1007351460543949, 0.05746364091459622] 
[9.990000000000162, -0.10044095105622204, 0.05439942005705053] 
[9.995000000000163, -0.10008448072902634, 0.051260334289021464] 
[10.000000000000163, -0.09966653388396142, 0.048047902286957274] 
[10.005000000000164, -0.09918796116007529, 0.044763711702964726] 
[10.010000000000165, -0.09864966519543901, 0.041409419302535354] 
[10.015000000000166, -0.09805260073268925, 0.03798675101996757] 
[10.020000000000167, -0.09739777465138226, 0.034497501921100335] 
[10.025000000000167, -0.09668624591956683, 0.03094353606294932] 
[10.030000000000168, -0.09591912545706248, 0.02732678623990329] 
[10.035000000000169, -0.09509757590307927, 0.023649253606303905] 
[10.04000000000017, -0.09422281128104334, 0.01991300716550334] 
[10.04500000000017, -0.09329609655380154, 0.016120183115877044] 
[10.050000000000171, -0.09231874706277224, 0.012272984044768396] 
[10.055000000000172, -0.09129212784509087, 0.008373677961961895] 
[10.060000000000173, -0.09021765282336826, 0.004424597165023644] 
[10.065000000000174, -0.08909678386333837, 0.0004281369297128917] 
[10.070000000000174, -0.08793102969541763, -0.003613245980345476] 
[10.075000000000175, -0.08672194469702789, -0.007697034989434019] 
[10.080000000000176, -0.08547112753344459, -0.011820655574452752] 
[10.085000000000177, -0.08418021965591506, -0.015981477320739075] 
[10.090000000000177, -0.08285090365684013, -0.0201768161697597] 
[10.095000000000178, -0.08148490148291657, -0.02440393685794622] 
[10.100000000000179, -0.08008397250828693, -0.02866005554439129] 
[10.10500000000018, -0.07864991147092337, -0.032942342623521075] 
[10.11000000000018, -0.07718454627666987, -0.03724792571723076] 
[10.115000000000181, -0.07568973567656695, -0.04157389283933469] 
[10.120000000000182, -0.07416736682426836, -0.04591729572356327] 
[10.125000000000183, -0.07261935272151346, -0.05027515330475806] 
[10.130000000000184, -0.07104762956072487, -0.05464445534139835] 
[10.135000000000185, -0.06945415397484203, -0.05902216616615955] 
[10.140000000000185, -0.06784090020545985, -0.06340522854987987] 
[10.145000000000186, -0.06620985720120348, -0.06779056766311709] 
[10.150000000000187, -0.06456302565901988, -0.07217509511843288] 
[10.155000000000188, -0.06290241502169194, -0.07655571307566549] 
[10.160000000000188, -0.06123004044537085, -0.08092931839175659] 
[10.16500000000019, -0.059547919751267504, -0.08529280679619959] 
[10.17000000000019, -0.057858070375839725, -0.08964307707287968] 
[10.17500000000019, -0.056162506333852884, -0.09397703522898888] 
[10.180000000000192, -0.054463235208578514, -0.09829159863182242] 
[10.185000000000192, -0.05276225518312903, -0.10258370009459257] 
[10.190000000000193, -0.05106155212651208, -0.10685029189292947] 
[10.195000000000194, -0.04936309674743205, -0.11108834969446299] 
[10.200000000000195, -0.04766884182817826, -0.11529487638478472] 
[10.205000000000195, -0.045980719550131686, -0.11946690577415799] 
[10.210000000000196, -0.04430063892150685, -0.1236015061705588] 
[10.215000000000197, -0.04263048331693919, -0.1276957838059709] 
[10.220000000000198, -0.04097210813744568, -0.13174688610430257] 
[10.225000000000199, -0.039327338598145405, -0.13575200478081817] 
[10.2300000000002, -0.03769796764994346, -0.13970837876456033] 
[10.2350000000002, -0.03608575404017441, -0.14361329693685562] 
[10.240000000000201, -0.03449242051598613, -0.1474641006806259] 
[10.245000000000202, -0.03291965217303789, -0.15125818623684448] 
[10.250000000000203, -0.0313690949509034, -0.15499300686606446] 
[10.255000000000203, -0.029842354275423387, -0.15866607481448275] 
[10.260000000000204, -0.0283409938471561, -0.16227496308547418] 
[10.265000000000205, -0.02686653457403855, -0.16581730701891836] 
[10.270000000000206, -0.025420453645405516, -0.1692908056819373] 
[10.275000000000206, -0.024004183743624622, -0.17269322307585167] 
[10.280000000000207, -0.022619112388799996, -0.17602238916524393] 
[10.285000000000208, -0.021266581411277904, -0.1792762007359775] 
[10.290000000000209, -0.019947886546057714, -0.18245262208986412] 
[10.29500000000021, -0.01866427714267133, -0.18554968558439247] 
[10.30000000000021, -0.01741695598364316, -0.1885654920265318] 
[10.305000000000211, -0.016207079204279037, -0.19149821093010846] 
[10.310000000000212, -0.015035756306253032, -0.1943460806466224] 
[10.315000000000213, -0.013904050257262242, -0.19710740837963395] 
[10.320000000000213, -0.012812977668896408, -0.1997805700930103] 
[10.325000000000214, -0.011763509044816687, -0.20236401032338816] 
[10.330000000000215, -0.0107565690913502, -0.20485624190718682] 
[10.335000000000216, -0.009793037082678337, -0.20725584563240765] 
[10.340000000000217, -0.008873747272920986, -0.20956146982528465] 
[10.345000000000217, -0.00799948934759002, -0.21177182988161902] 
[10.350000000000218, -0.007171008907097344, -0.21388570775234436] 
[10.355000000000219, -0.006389007975249914, -0.21590195139253637] 
[10.36000000000022, -0.005654145525940847, -0.21781947418270955] 
[10.36500000000022, -0.0049670380215469, -0.21963725433084066] 
[10.370000000000221, -0.0043282599568633725, -0.22135433426313006] 
[10.375000000000222, -0.0037383444027435223, -0.2229698200110647] 
[10.380000000000223, -0.003197783543956961, -0.2244828806018848] 
[10.385000000000224, -0.0027070292061367185, -0.22589274745908522] 
[10.390000000000224, -0.002266493367044654, -0.22719871381910633] 
[10.395000000000225, -0.0018765486477471485, -0.22840013416989105] 
[10.400000000000226, -0.0015375287796552844, -0.22949642371650766] 
[10.405000000000227, -0.0012497290437443478, -0.23048705787856444] 
[10.410000000000228, -0.0010134066786250699, -0.23137157182367332] 
[10.415000000000228, -0.0008287812544926018, -0.2321495600407575] 
[10.420000000000229, -0.0006960350103281302, -0.23282067595654296] 
[10.42500000000023, -0.0006153131520719519, -0.23338463159812603] 
[10.43000000000023, -0.0005867241098256455, -0.23384119730406952] 
[10.435000000000231, -0.0006103397524748829, -0.23419020148604636] 
[10.440000000000232, -0.0006861955584537662, -0.23443153044262455] 
[10.445000000000233, -0.000814290741696902, -0.23456512822636635] 
[10.450000000000234, -0.0009945883321473901, -0.23459099656499943] 
[10.455000000000235, -0.0012270152105082965, -0.2345091948370063] 
[10.460000000000235, -0.001511462097242826, -0.23431984010156912] 
[10.465000000000236, -0.0018477834961451948, -0.234023107182399] 
[10.470000000000237, -0.002235797593120995, -0.23361922880457167] 
[10.475000000000238, -0.0026752861111335067, -0.23310849578308163] 
[10.480000000000238, -0.0031659941225917095, -0.2324912572614158] 
[10.48500000000024, -0.0037076298207773892, -0.23176792099803312] 
[10.49000000000024, -0.004299864252233277, -0.2309389536982166] 
[10.49500000000024, -0.004942331012361999, -0.23000488138834166] 
[10.500000000000242, -0.005634625906816978, -0.22896628982917405] 
[10.505000000000242, -0.0063763065816012975, -0.22782382496437736] 
[10.510000000000243, -0.007166892125128633, -0.22657819339997007] 
[10.515000000000244, -0.008005862645841171, -0.22523016291002865] 
[10.520000000000245, -0.008892658829322046, -0.22378056296348645] 
[10.525000000000245, -0.009826681479183101, -0.22223028526642952] 
[10.530000000000246, -0.01080729104635109, -0.22058028431384255] 
[10.535000000000247, -0.011833807151714866, -0.21883157794431327] 
[10.540000000000248, -0.012905508107430325, -0.2169852478907652] 
[10.545000000000249, -0.01402163044250604, -0.2150424403198595] 
[10.55000000000025, -0.01518136843860757, -0.2130043663522927] 
[10.55500000000025, -0.016383873682318608, -0.21087230255582143] 
[10.560000000000251, -0.017628254640378666, -0.20864759140247463] 
[10.565000000000252, -0.01891357626467514, -0.20633164168107343] 
[10.570000000000253, -0.020238859633998067, -0.20392592885587535] 
[10.575000000000253, -0.02160308163976319, -0.2014319953618999] 
[10.580000000000254, -0.0230051747230681, -0.19885145082728425] 
[10.585000000000255, -0.02444402667056151, -0.1961859722128671] 
[10.590000000000256, -0.02591848047667171, -0.1934373038591152] 
[10.595000000000256, -0.02742733427975136, -0.19060725743049609] 
[10.600000000000257, -0.02896934137964625, -0.18769771174747182] 
[10.605000000000258, -0.03054321034408074, -0.1847106124964471] 
[10.610000000000259, -0.03214760521106687, -0.18164797180825903] 
[10.61500000000026, -0.03378114579428375, -0.1785118676961511] 
[10.62000000000026, -0.03544240809803474, -0.1753044433446334] 
[10.625000000000261, -0.03712992484796936, -0.1720279062412028] 
[10.630000000000262, -0.03884218614325316, -0.1686845271435779] 
[10.635000000000263, -0.04057764023528085, -0.16527663887590088] 
[10.640000000000263, -0.04233469443735661, -0.16180663494826522] 
[10.645000000000264, -0.044111716169012403, -0.15827696799494786] 
[10.650000000000265, -0.04590703413780388, -0.154690148027847] 
[10.655000000000266, -0.0477189396605189, -0.15104874050284883] 
[10.660000000000267, -0.049545688124762566, -0.1473553641981577] 
[10.665000000000267, -0.051385500590852916, -0.14361268890501355] 
[10.670000000000268, -0.05323656553288307, -0.1398234329326743] 
[10.675000000000269, -0.055097040716689964, -0.13599036043104445] 
[10.68000000000027, -0.05696505521132911, -0.13211627853586622] 
[10.68500000000027, -0.058838711529503554, -0.12820403434293784] 
[10.690000000000271, -0.060716087891247696, -0.12425651171936486] 
[10.695000000000272, -0.06259524060403868, -0.12027662796136258] 
[10.700000000000273, -0.0644742065514157, -0.11626733030959008] 
[10.705000000000274, -0.06635100578114689, -0.11223159233438577] 
[10.710000000000274, -0.06822364418301019, -0.10817241020457094] 
[10.715000000000275, -0.0700901162453644, -0.10409279885466799] 
[10.720000000000276, -0.07194840787889338, -0.09999578806642775] 
[10.725000000000277, -0.07379649929522367, -0.09588441848145493] 
[10.730000000000278, -0.0756323679275547, -0.09176173756244839] 
[10.735000000000278, -0.07745399138001093, -0.08763079552112091] 
[10.740000000000279, -0.07925935039213394, -0.08349464123122048] 
[10.74500000000028, -0.08104643180478574, -0.07935631814523655] 
[10.75000000000028, -0.08281323151373253, -0.07521886023333593] 
[10.755000000000281, -0.0845577573973244, -0.07108528796283536] 
[10.760000000000282, -0.08627803220497483, -0.06695860433608418] 
[10.765000000000283, -0.08797209639357208, -0.0628417910040088] 
[10.770000000000284, -0.08963801089951383, -0.05873780447177114] 
[10.775000000000285, -0.09127385983473768, -0.05464957241202891] 
[10.780000000000285, -0.09287775309591172, -0.050579990100173465] 
[10.785000000000286, -0.09444782887683857, -0.04653191698467801] 
[10.790000000000287, -0.09598225607509829, -0.042508173404336214] 
[10.795000000000288, -0.09747923658499512, -0.038511537462729464] 
[10.800000000000288, -0.09893700746996434, -0.034544742068752556] 
[10.80500000000029, -0.10035384300872219, -0.030610472150474327] 
[10.81000000000029, -0.10172805661058776, -0.02671136204803468] 
[10.81500000000029, -0.10305800259655525, -0.02284999308970316] 
[10.820000000000292, -0.10434207784383329, -0.019028891353668163] 
[10.825000000000292, -0.10557872329268071, -0.01525052561660828] 
[10.830000000000293, -0.10676642531544293, -0.01151730548863622] 
[10.835000000000294, -0.10790371694871807, -0.007831579732816372] 
[10.840000000000295, -0.10898917899054797, -0.004195634766152617] 
[10.845000000000296, -0.11002144096542693, -0.0006116933377350265] 
[10.850000000000296, -0.11099918196074492, 0.002918086621369118] 
[10.855000000000297, -0.11192113133902604, 0.006391612982885816] 
[10.860000000000298, -0.1127860693309846, 0.009806860248047548] 
[10.865000000000299, -0.11359282751499762, 0.013161870224287185] 
[10.8700000000003, -0.11434028918908393, 0.01645475256058863] 
[10.8750000000003, -0.11502738964188658, 0.019683685150690723] 
[10.880000000000301, -0.11565311632947946, 0.02284691441374684] 
[10.885000000000302, -0.11621650896506265, 0.0259427554623382] 
[10.890000000000303, -0.11671665952877953, 0.028969592167929444] 
[10.895000000000303, -0.11715271220498417, 0.03192587713394689] 
[10.900000000000304, -0.117523863254317, 0.034810131586660034] 
[10.905000000000305, -0.11782936082791412, 0.03762094519396252] 
[10.910000000000306, -0.11806850473098665, 0.040356975821988064] 
[10.915000000000306, -0.11824064614286704, 0.04301694923926705] 
[10.920000000000307, -0.11834518730043468, 0.04559965877783918] 
[10.925000000000308, -0.11838158115160866, 0.04810396496039341] 
[10.930000000000309, -0.11834933098533675, 0.05052879510211654] 
[10.93500000000031, -0.11824799004422151, 0.0528731428955031] 
[10.94000000000031, -0.1180771611256113, 0.05513606798591738] 
[10.945000000000311, -0.11783649617665042, 0.057316695545210544] 
[10.950000000000312, -0.11752569588843281, 0.059414215850186795] 
[10.955000000000313, -0.11714450929404038, 0.06142788387218691] 
[10.960000000000313, -0.11669273337487429, 0.06335701888352051] 
[10.965000000000314, -0.11617021267930745, 0.06520100408593273] 
[10.970000000000315, -0.11557683895730138, 0.0669592862657407] 
[10.975000000000316, -0.11491255081424284, 0.06863137547972228] 
[10.980000000000317, -0.11417733338686656, 0.07021684477528678] 
[10.985000000000317, -0.11337121804374085, 0.07171532994790564] 
[10.990000000000318, -0.11249428211240513, 0.07312652933823285] 
[10.995000000000319, -0.11154664863486119, 0.0744502036707998] 
[11.00000000000032, -0.11052848615273614, 0.07568617593562907] 
[11.00500000000032, -0.10944000852305247, 0.07683433131357632] 
[11.010000000000321, -0.10828147476516158, 0.0778946171456787] 
[11.015000000000322, -0.10705318893902037, 0.07886704294626314] 
[11.020000000000323, -0.10575550005461652, 0.07975168045904757] 
[11.025000000000324, -0.10438880201197673, 0.08054866375495283] 
[11.030000000000324, -0.10295353357082367, 0.08125818936983278] 
[11.035000000000325, -0.10145017834858133, 0.08188051647982501] 
[11.040000000000326, -0.09987926484506557, 0.08241596711152441] 
[11.045000000000327, -0.09824136649183639, 0.08286492638368757] 
[11.050000000000328, -0.09653710172383237, 0.0832278427766876] 
[11.055000000000328, -0.09476713407055501, 0.08350522842545738] 
[11.06000000000033, -0.09293217226372362, 0.08369765943118669] 
[11.06500000000033, -0.09103297035797982, 0.08380577618657437] 
[11.07000000000033, -0.08907032786088681, 0.08383028370898499] 
[11.075000000000331, -0.08704508986814354, 0.08377195197542141] 
[11.080000000000332, -0.08495814719961975, 0.08363161625280233] 
[11.085000000000333, -0.08281043653151711, 0.08341017741663213] 
[11.090000000000334, -0.08060294051967595, 0.08310860225077124] 
[11.095000000000335, -0.07833668790878105, 0.08272792372066319] 
[11.100000000000335, -0.07601275362197435, 0.08226924121205449] 
[11.105000000000336, -0.07363225882516294, 0.0817337207269593] 
[11.110000000000337, -0.07119637096011955, 0.08112259502837814] 
[11.115000000000338, -0.06870630374031407, 0.08043716372508453] 
[11.120000000000339, -0.06616331710329329, 0.0796787932876495] 
[11.12500000000034, -0.0635687171133447, 0.0788489169867891] 
[11.13000000000034, -0.06092385580814431, 0.07794903474509811] 
[11.13500000000034, -0.05823013098310133, 0.07698071289328147] 
[11.140000000000342, -0.05548898590717846, 0.07594558382211755] 
[11.145000000000342, -0.05270190896408876, 0.07484534552159025] 
[11.150000000000343, -0.0498704332129526, 0.07368176099891412] 
[11.155000000000344, -0.04699613586274332, 0.07245665756755232] 
[11.160000000000345, -0.04408063765516011, 0.07117192599979433] 
[11.165000000000346, -0.04112560215094368, 0.06982951953602078] 
[11.170000000000346, -0.03813273491509425, 0.06843145274443782] 
[11.175000000000347, -0.03510378259696298, 0.06697980022581265] 
[11.180000000000348, -0.03204053190176531, 0.06547669515858313] 
[11.185000000000349, -0.028944808450706395, 0.06392432768064503] 
[11.19000000000035, -0.025818475527610484, 0.06232494310513507] 
[11.19500000000035, -0.022663432710704312, 0.06068083996862004] 
[11.200000000000351, -0.01948161438901238, 0.05899436791126375] 
[11.205000000000352, -0.01627498816367339, 0.05726792538976415] 
[11.210000000000353, -0.013045553135373342, 0.05550395722512133] 
[11.215000000000353, -0.009795338080002821, 0.053704951988600015] 
[11.220000000000354, -0.006526399515573766, 0.05187343923057282] 
[11.225000000000355, -0.0032408196643631416, 0.0500119865582582] 
[11.230000000000356, 5.9295684823946256e-05, 0.048123196569681746] 
[11.235000000000356, 0.003371819408473437, 0.04620970365247544] 
[11.240000000000357, 0.00669460536759163, 0.04427417065736801] 
[11.245000000000358, 0.010025490806842705, 0.0423192854573938] 
[11.250000000000359, 0.013362298825319186, 0.04034775740494] 
[11.25500000000036, 0.016702840909964836, 0.03836231369974632] 
[11.26000000000036, 0.020044919522043205, 0.03636569568185211] 
[11.265000000000361, 0.023386330726507604, 0.034360655064239305] 
[11.270000000000362, 0.026724866853688408, 0.032349950120533315] 
[11.275000000000363, 0.030058319182378366, 0.030336341843588605] 
[11.280000000000364, 0.0333844806331715, 0.028322590091092576] 
[11.285000000000364, 0.03670114846080028, 0.026311449734466096] 
[11.290000000000365, 0.04000612693422039, 0.024305666827318554] 
[11.295000000000366, 0.043297229993313285, 0.022307974809530024] 
[11.300000000000367, 0.04657228387131117, 0.02032109076268575] 
[11.305000000000367, 0.04982912967239373, 0.01834771173208431] 
[11.310000000000368, 0.05306562589435523, 0.01639051112988833] 
[11.315000000000369, 0.05627965088678672, 0.014452135233196117] 
[11.32000000000037, 0.05946910523585351, 0.012535199789896027] 
[11.32500000000037, 0.06263191406746117, 0.010642286744137456] 
[11.330000000000371, 0.06576602926138488, 0.008775941092128182] 
[11.335000000000372, 0.06886943156977367, 0.006938667877764454] 
[11.340000000000373, 0.07194013263432203, 0.005132929336334919] 
[11.345000000000374, 0.07497617689731241, 0.003361142193230144] 
[11.350000000000374, 0.0779756434026629, 0.0016256751232537501] 
[11.355000000000375, 0.08093664748405022, -7.11536252134392e-05] 
[11.360000000000376, 0.08385734233810908, -0.001727078438281662] 
[11.365000000000377, 0.08673592048162325, -0.003339888375251552] 
[11.370000000000378, 0.0895706150925102, -0.00490742903761828] 
[11.375000000000378, 0.09235970123525283, -0.006427604269277961] 
[11.38000000000038, 0.09510149697223756, -0.007898377689994593] 
[11.38500000000038, 0.0977943643632132, -0.009317774065273607] 
[11.39000000000038, 0.10043671035578317, -0.010683880516794877] 
[11.395000000000381, 0.10302698757047879, -0.011994847578477037] 
[11.400000000000382, 0.1055636949845331, -0.01324889010407156] 
[11.405000000000383, 0.10804537851897716, -0.014444288032916074] 
[11.410000000000384, 0.11047063153411674, -0.015579387021110157] 
[11.415000000000385, 0.11283809523881297, -0.01665259894591337] 
[11.420000000000385, 0.11514645901929027, -0.01766240229160559] 
[11.425000000000386, 0.11739446069342707, -0.018607342425396165] 
[11.430000000000387, 0.11958088669665476, -0.019486031772224268] 
[11.435000000000388, 0.1217045722056987, -0.020297149897462403] 
[11.440000000000389, 0.1237644012064468, -0.021039443506622707] 
[11.44500000000039, 0.125759306512229, -0.021711726371177346] 
[11.45000000000039, 0.12768826973874006, -0.022312879189545023] 
[11.45500000000039, 0.12955032124174098, -0.02284184939217164] 
[11.460000000000392, 0.1313445400235371, -0.023297650899450295] 
[11.465000000000392, 0.13307005361405622, -0.023679363840989884] 
[11.470000000000393, 0.13472603793214324, -0.023986134244458574] 
[11.475000000000394, 0.13631171713245147, -0.02421717370190364] 
[11.480000000000395, 0.1378263634430499, -0.024371759021088128] 
[11.485000000000396, 0.13926929699858343, -0.024449231868992245] 
[11.490000000000396, 0.14063988567352145, -0.024448998414207942] 
[11.495000000000397, 0.14193754491971478, -0.02437052897451285] 
[11.500000000000398, 0.14316173761215056, -0.02421335767544846] 
[11.505000000000399, 0.14431197390645636, -0.023977082125250147] 
[11.5100000000004, 0.14538781111135526, -0.023661363110986617] 
[11.5150000000004, 0.1463888535789197, -0.023265924320265353] 
[11.520000000000401, 0.1473147526151108, -0.022790552092351535] 
[11.525000000000402, 0.1481652064127253, -0.02223509520203158] 
[11.530000000000403, 0.14893996000850504, -0.02159946467903073] 
[11.535000000000403, 0.1496388052657923, -0.020883633665267964] 
[11.540000000000404, 0.15026158088374297, -0.02008763731170148] 
[11.545000000000405, 0.1508081724337353, -0.019211572715985184] 
[11.550000000000406, 0.15127851242323603, -0.018255598901620974] 
[11.555000000000407, 0.1516725803870111, -0.017219936838753884] 
[11.560000000000407, 0.1519904030051894, -0.01610486950621749] 
[11.565000000000408, 0.15223205424731245, -0.014910741993895717] 
[11.570000000000409, 0.1523976555411236, -0.013637961643924864] 
[11.57500000000041, 0.1524873759644742, -0.012286998228716527] 
[11.58000000000041, 0.1525014324583463, -0.01085838416323921] 
[11.585000000000411, 0.15244009005861647, -0.00935271474845428] 
[11.590000000000412, 0.1523036621438117, -0.007770648442261989] 
[11.595000000000413, 0.1520925106957373, -0.006112907153777027] 
[11.600000000000414, 0.1518070465694923, -0.004380276556222092] 
[11.605000000000414, 0.15144772976902662, -0.0025736064132049234] 
[11.610000000000415, 0.1510150697240434, -0.0006938109126314249] 
[11.615000000000416, 0.15050962556370825, 0.0012581309979917024] 
[11.620000000000417, 0.14993200638229834, 0.00328117528159347] 
[11.625000000000417, 0.14928287149161157, 0.005374212494103759] 
[11.630000000000418, 0.1485629306546619, 0.0075360674871716715] 
[11.635000000000419, 0.14777294429491553, 0.00976549913906578] 
[11.64000000000042, 0.14691372367507813, 0.012061200122152881] 
[11.64500000000042, 0.1459861310392284, 0.01442179671567747] 
[11.650000000000421, 0.1449910797119144, 0.016845848672841442] 
[11.655000000000422, 0.14392953414768958, 0.01933184915140587] 
[11.660000000000423, 0.14280250992446897, 0.021878224717197543] 
[11.665000000000424, 0.14161107367404147, 0.02448333542999558] 
[11.670000000000424, 0.1403563429430796, 0.027145475021291134] 
[11.675000000000425, 0.1390394859780547, 0.029862871173349688] 
[11.680000000000426, 0.13766172142759295, 0.03263368590885444] 
[11.685000000000427, 0.13622431795600212, 0.0354560161001655] 
[11.690000000000428, 0.1347285937619624, 0.038327894106888055] 
[11.695000000000428, 0.13317591599671044, 0.04124728854999941] 
[11.70000000000043, 0.13156770007645682, 0.04421210523023724] 
[11.70500000000043, 0.12990540888426078, 0.04722018819779769] 
[11.71000000000043, 0.12819055185714787, 0.050269320979631965] 
[11.715000000000432, 0.12642468395488915, 0.05335722796976579] 
[11.720000000000432, 0.12460940450756619, 0.05648157598709992] 
[11.725000000000433, 0.12274635593981896, 0.05963997600408775] 
[11.730000000000434, 0.12083722237050891, 0.06282998504853397] 
[11.735000000000435, 0.1188837280874203, 0.0660491082795265] 
[11.740000000000435, 0.11688763589756195, 0.06929480123721142] 
[11.745000000000436, 0.11485074535460855, 0.07256447226476263] 
[11.750000000000437, 0.11277489086602671, 0.07585548509949613] 
[11.755000000000438, 0.11066193968345205, 0.07916516162865198] 
[11.760000000000439, 0.10851378978091032, 0.08249078480393034] 
[11.76500000000044, 0.10633236762649119, 0.0858296017074415] 
[11.77000000000044, 0.10411962585407647, 0.08917882676033174] 
[11.775000000000441, 0.10187754084268068, 0.09253564506399779] 
[11.780000000000442, 0.0996081102118654, 0.09589721586252137] 
[11.785000000000442, 0.09731335024252835, 0.09926067611376155] 
[11.790000000000443, 0.09499529323312855, 0.1026231441554548] 
[11.795000000000444, 0.09265598480207939, 0.10598172345170732] 
[11.800000000000445, 0.09029748114761003, 0.10933350640443772] 
[11.805000000000446, 0.08792184627685377, 0.11267557821365307] 
[11.810000000000446, 0.08553114921626102, 0.11600502076992962] 
[11.815000000000447, 0.08312746121564962, 0.11931891656212823] 
[11.820000000000448, 0.08071285295829186, 0.12261435258321109] 
[11.825000000000449, 0.07828939178939423, 0.12588842421704174] 
[11.83000000000045, 0.07585913897515373, 0.1291382390892448] 
[11.83500000000045, 0.0734241470042758, 0.13236092086557188] 
[11.840000000000451, 0.07098645694341837, 0.13555361298175916] 
[11.845000000000452, 0.06854809585749218, 0.13871348228956049] 
[11.850000000000453, 0.06611107430510613, 0.14183772260448693] 
[11.855000000000453, 0.06367738391871106, 0.14492355814176386] 
[11.860000000000454, 0.06124899507817439, 0.1479682468281153] 
[11.865000000000455, 0.058827854685627796, 0.15096908347818447] 
[11.870000000000456, 0.05641588404848086, 0.15392340282568026] 
[11.875000000000457, 0.05401497687650198, 0.15682858240068348] 
[11.880000000000457, 0.051626997397846174, 0.15968204524593346] 
[11.885000000000458, 0.04925377859787272, 0.16248126246632685] 
[11.890000000000459, 0.046897120583557377, 0.1652237556072765] 
[11.89500000000046, 0.0445587890752769, 0.1679070988589814] 
[11.90000000000046, 0.042240514026740214, 0.17052892108503231] 
[11.905000000000461, 0.039943988372871705, 0.17308690767510673] 
[11.910000000000462, 0.03767086690452775, 0.17557880222277605] 
[11.915000000000463, 0.0354227652680562, 0.17800240803064832] 
[11.920000000000464, 0.033201259086897354, 0.18035558944618815] 
[11.925000000000464, 0.03100788320167981, 0.18263627303258603] 
[11.930000000000465, 0.02884413102458958, 0.18484244857998486] 
[11.935000000000466, 0.02671145400318949, 0.18697216996320826] 
[11.940000000000467, 0.024611261188339385, 0.18902355585286984] 
[11.945000000000467, 0.02254491890041664, 0.1909947902873762] 
[11.950000000000468, 0.020513750487660604, 0.19288412311386702] 
[11.955000000000469, 0.01851903617016176, 0.19468987030656815] 
[11.96000000000047, 0.01656201296278458, 0.19641041417136887] 
[11.96500000000047, 0.014643874670148658, 0.19804420344567902] 
[11.970000000000471, 0.01276577194669228, 0.19958975330277862] 
[11.975000000000472, 0.010928812414801583, 0.20104564526994917] 
[11.980000000000473, 0.009134060834002521, 0.2024105270696779] 
[11.985000000000474, 0.007382539314276941, 0.20368311239315948] 
[11.990000000000475, 0.005675227566673479, 0.20486218061519185] 
[11.995000000000475, 0.004013063184533666, 0.20594657645938108] 
[12.000000000000476, 0.0023969419488388158, 0.20693520962233822] 
[12.005000000000477, 0.0008277181513992287, 0.20782705436527948] 
[12.010000000000478, -0.0006937950701504032, 0.20862114908113252] 
[12.015000000000478, -0.0021668253913210197, 0.20931659584491288] 
[12.02000000000048, -0.003590640959193459, 0.2099125599547721] 
[12.02500000000048, -0.004964550055488205, 0.2104082694707352] 
[12.03000000000048, -0.006287900769162659, 0.21080301475774701] 
[12.035000000000482, -0.007560080683099971, 0.21109614803923543] 
[12.040000000000482, -0.008780516579129063, 0.21128708296698076] 
[12.045000000000483, -0.0099486741652867, 0.21137529421265475] 
[12.050000000000484, -0.011064057828901068, 0.21136031708596426] 
